No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
2866,GILD,"Gilead Sciences, Inc.",Healthcare,Drug Manufacturers - General,USA,77.39B,-,60.79,0.20%,"30,847,899"
2867,GILT,Gilat Satellite Networks Ltd.,Technology,Communication Equipment,Israel,302.71M,22.06,5.58,1.27%,"489,199"
2868,GIM,Templeton Global Income Fund,Financial,Closed-End Fund - Debt,USA,706.94M,-,5.27,0.19%,"121,523"
2869,GIS,"General Mills, Inc.",Consumer Defensive,Packaged Foods,USA,37.97B,16.54,61.78,0.77%,"1,421,931"
2870,GIX,"GigCapital2, Inc.",Financial,Shell Companies,USA,226.90M,-,10.2,0.39%,"3,145"
2871,GKOS,Glaukos Corporation,Healthcare,Medical Instruments & Supplies,USA,2.60B,-,58.25,0.66%,"540,343"
2872,GL,Globe Life Inc.,Financial,Insurance - Life,USA,9.13B,12.97,86.14,-0.39%,"499,269"
2873,GLAD,Gladstone Capital Corporation,Financial,Closed-End Fund - Debt,USA,236.13M,-,7.57,0.40%,"99,652"
2874,GLBS,Globus Maritime Limited,Industrials,Marine Shipping,Greece,1.35B,-,7.86,-12.67%,"814,310"
2875,GLBZ,Glen Burnie Bancorp,Financial,Banks - Regional,USA,28.24M,19.94,9.29,-0.32%,8
2876,GLD,SPDR Gold Shares,Financial,Exchange Traded Fund,USA,-,-,178.64,-0.11%,"5,906,341"
2877,GLDD,Great Lakes Dredge & Dock Corporation,Industrials,Engineering & Construction,USA,727.65M,11.16,11.35,0.89%,"228,436"
2878,GLDG,GoldMining Inc.,Basic Materials,Gold,Canada,354.31M,-,2.4,-1.64%,"378,506"
2879,GLDI,Credit Suisse X-Links Gold Shares Covered Call ETN,Financial,Exchange Traded Fund,USA,-,-,9.86,0.25%,"62,858"
2880,GLDM,World Gold Trust - SPDR Gold MiniShares Trust,Financial,Exchange Traded Fund,USA,-,-,18.96,-0.11%,"976,082"
2881,GLG,"TD Holdings, Inc.",Industrials,Rental & Leasing Services,China,195.84M,-,2.83,0.35%,"61,876"
2882,GLIBA,"GCI Liberty, Inc.",Communication Services,Telecom Services,USA,8.54B,11.06,80.72,-0.68%,"330,367"
2883,GLIF,AGFiQ Global Infrastructure ETF,Financial,Exchange Traded Fund,USA,-,-,23.3,-0.29%,427
2884,GLIN,VanEck Vectors India Growth Leaders ETF,Financial,Exchange Traded Fund,USA,-,-,28.83,0.28%,"3,254"
2885,GLL,ProShares UltraShort Gold,Financial,Exchange Traded Fund,USA,-,-,31.58,0.19%,"29,197"
2886,GLMD,Galmed Pharmaceuticals Ltd.,Healthcare,Biotechnology,Israel,69.69M,-,3.32,-0.60%,"19,102"
2887,GLNG,Golar LNG Limited,Energy,Oil & Gas Midstream,Bermuda,815.82M,-,8.29,-6.75%,"1,177,282"
2888,GLO,Clough Global Opportunities Fund,Financial,Asset Management,USA,302.26M,-,9.38,-0.53%,"92,599"
2889,GLOB,Globant S.A.,Technology,Software - Application,Luxembourg,7.79B,145.12,197.07,2.64%,"149,683"
2890,GLOG,GasLog Ltd.,Energy,Oil & Gas Midstream,Greece,270.04M,-,2.89,-2.36%,"425,836"
2891,GLOP,GasLog Partners LP,Energy,Oil & Gas Midstream,Monaco,180.99M,-,3.56,-0.84%,"73,552"
2892,GLP,Global Partners LP,Energy,Oil & Gas Midstream,USA,494.33M,5.71,14.32,0.49%,"47,994"
2893,GLPG,Galapagos NV,Healthcare,Biotechnology,Belgium,8.34B,-,127.65,3.21%,"119,318"
2894,GLPI,"Gaming and Leisure Properties, Inc.",Real Estate,REIT - Specialty,USA,8.80B,20.93,39.2,-0.05%,"471,834"
2895,GLQ,Clough Global Equity Fund,Financial,Asset Management,USA,151.89M,-,11.48,-0.61%,"27,125"
2896,GLRE,"Greenlight Capital Re, Ltd.",Financial,Insurance - Reinsurance,Cayman Islands,248.64M,-,7.01,0.14%,"78,756"
2897,GLSI,"Greenwich LifeSciences, Inc.",Healthcare,Biotechnology,USA,46.48M,-,4.2,0.00%,"3,095"
2898,GLT,Glatfelter Corporation,Basic Materials,Paper & Paper Products,USA,661.57M,-,14.87,0.34%,"90,529"
2899,GLTR,Aberdeen Standard Physical Precious Metals Basket Shares ETF,Financial,Exchange Traded Fund,USA,-,-,96.41,0.04%,"22,949"
2900,GLU,The Gabelli Global Utility & Income Trust,Financial,Closed-End Fund - Equity,USA,87.75M,-,16.33,-0.12%,"8,230"
2901,GLUU,Glu Mobile Inc.,Communication Services,Electronic Gaming & Multimedia,USA,1.39B,-,7.94,0.38%,"2,039,819"
2902,GLV,Clough Global Dividend and Income Fund,Financial,Asset Management,USA,77.69M,-,9.24,-0.43%,"17,901"
2903,GLW,Corning Incorporated,Technology,Electronic Components,USA,26.89B,352.08,35.56,0.25%,"2,777,563"
2904,GLYC,"GlycoMimetics, Inc.",Healthcare,Biotechnology,USA,150.91M,-,3.23,0.31%,"439,491"
2905,GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,USA,51.35B,35.08,36.83,-1.55%,"16,214,379"
2906,GMAB,Genmab A/S,Healthcare,Biotechnology,Denmark,23.30B,-,35.67,0.76%,"700,484"
2907,GMAN,Goldman Sachs Manufacturing Revolution ETF,Financial,Exchange Traded Fund,USA,-,-,75.47,-0.14%,996
2908,GMBL,"Esports Entertainment Group, Inc.",Consumer Cyclical,Gambling,Malta,49.50M,-,4.6,-3.97%,"226,190"
2909,GMDA,Gamida Cell Ltd.,Healthcare,Biotechnology,Israel,249.70M,-,5.62,-0.71%,"122,512"
2910,GME,GameStop Corp.,Consumer Cyclical,Specialty Retail,USA,1.02B,-,15.0,0.60%,"6,484,014"
2911,GMED,"Globus Medical, Inc.",Healthcare,Medical Devices,USA,5.23B,62.55,53.67,0.15%,"277,316"
2912,GMF,SPDR S&P Emerging Asia Pacific ETF,Financial,Exchange Traded Fund,USA,-,-,116.7,0.28%,"4,612"
2913,GMHI,"Gores Metropoulos, Inc.",Financial,Shell Companies,USA,408.40M,152.39,10.21,0.00%,"992,595"
2914,GMLP,Golar LNG Partners LP,Energy,Oil & Gas Midstream,Bermuda,156.47M,20.77,2.16,2.86%,"75,761"
2915,GMOM,Cambria Global Momentum ETF,Financial,Exchange Traded Fund,USA,-,-,24.3,0.25%,"4,706"
2916,GMRE,Global Medical REIT Inc.,Real Estate,REIT - Healthcare Facilities,USA,638.08M,155.06,13.49,0.60%,"165,643"
2917,GMS,GMS Inc.,Industrials,Building Products & Equipment,USA,1.06B,41.90,24.89,1.26%,"124,677"
2918,GNAF,MicroSectors FANG+ Index Inverse ETN,Financial,Exchange Traded Fund,USA,-,-,19.05,-0.76%,"2,424"
2919,GNCA,"Genocea Biosciences, Inc.",Healthcare,Biotechnology,USA,70.24M,-,2.3,-0.86%,"87,314"
2920,GNE,Genie Energy Ltd.,Utilities,Utilities - Regulated Electric,USA,248.64M,21.12,9.25,-1.60%,"20,929"
2921,GNFT,Genfit SA,Healthcare,Biotechnology,France,173.70M,-,4.47,0.45%,"20,466"
2922,GNK,Genco Shipping & Trading Limited,Industrials,Marine Shipping,USA,327.64M,-,7.6,2.15%,"106,187"
2923,GNL,"Global Net Lease, Inc.",Real Estate,REIT - Office,USA,1.46B,65.77,15.85,1.67%,"254,829"
2924,GNLN,"Greenlane Holdings, Inc.",Healthcare,Pharmaceutical Retailers,USA,42.67M,-,3.28,11.56%,"566,441"
2925,GNMA,iShares GNMA Bond ETF,Financial,Exchange Traded Fund,USA,-,-,50.92,-0.17%,"55,602"
2926,GNMK,"GenMark Diagnostics, Inc.",Healthcare,Medical Devices,USA,858.93M,-,11.52,1.95%,"853,414"
2927,GNOM,Global X Genomics & Biotechnology ETF,Financial,Exchange Traded Fund,USA,-,-,18.88,-0.36%,"37,951"
2928,GNPX,"Genprex, Inc.",Healthcare,Biotechnology,USA,127.53M,-,3.39,0.89%,"334,712"
2929,GNR,SPDR S&P Global Natural Resources ETF,Financial,Exchange Traded Fund,USA,-,-,38.32,-0.08%,"39,544"
2930,GNRC,Generac Holdings Inc.,Industrials,Specialty Industrial Machinery,USA,13.42B,52.49,212.04,1.29%,"590,982"
2931,GNRS,Greenrose Acquisition Corp.,Financial,Shell Companies,USA,213.21M,-,9.74,0.00%,"16,500"
2932,GNSS,Genasys Inc.,Technology,Scientific & Technical Instruments,USA,233.04M,98.84,6.82,3.33%,"200,250"
2933,GNT,"GAMCO Natural Resources, Gold & Income Trust",Financial,Asset Management,USA,103.80M,-,4.99,0.00%,"28,103"
2934,GNTX,Gentex Corporation,Consumer Cyclical,Auto Parts,USA,7.19B,24.89,29.44,3.15%,"3,289,367"
2935,GNTY,"Guaranty Bancshares, Inc.",Financial,Banks - Regional,USA,308.42M,14.87,28.69,0.67%,"11,309"
2936,GNUS,"Genius Brands International, Inc.",Communication Services,Entertainment,USA,341.87M,-,1.55,9.15%,"43,017,528"
2937,GNW,"Genworth Financial, Inc.",Financial,Insurance - Life,USA,2.30B,10.92,3.79,0.80%,"2,937,280"
2938,GO,Grocery Outlet Holding Corp.,Consumer Defensive,Grocery Stores,USA,3.87B,62.98,42.32,1.22%,"647,320"
2939,GOAC,GO Acquisition Corp.,Financial,Shell Companies,USA,557.17M,-,9.69,0.00%,"49,240"
2940,GOAT,VanEck Vectors Morningstar Global Wide Moat ETF,Financial,Exchange Traded Fund,USA,-,-,32.97,-0.04%,"1,093"
2941,GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,Financial,Exchange Traded Fund,USA,-,-,22.15,-1.20%,"22,514"
2942,GOCO,"GoHealth, Inc.",Financial,Insurance Brokers,USA,3.82B,-,11.98,3.36%,"1,454,725"
2943,GOED,1847 Goedeker Inc.,Consumer Cyclical,Internet Retail,USA,49.28M,-,8.0,-1.23%,"3,041"
2944,GOEX,Global X Gold Explorers ETF,Financial,Exchange Traded Fund,USA,-,-,35.57,-1.17%,"4,024"
2945,GOF,Guggenheim Strategic Opportunities Fund,Financial,Closed-End Fund - Debt,USA,787.66M,-,17.81,0.00%,"75,035"
2946,GOGL,Golden Ocean Group Limited,Industrials,Marine Shipping,Bermuda,549.44M,-,3.69,-1.60%,"198,503"
2947,GOGO,Gogo Inc.,Communication Services,Telecom Services,USA,741.28M,-,9.4,-0.32%,"776,722"
2948,GOL,Gol Linhas Aereas Inteligentes S.A.,Industrials,Airlines,Brazil,994.82M,-,7.06,-0.14%,"974,433"
2949,GOLD,Barrick Gold Corporation,Basic Materials,Gold,Canada,47.98B,10.72,26.81,-0.30%,"9,607,554"
2950,GOLF,Acushnet Holdings Corp.,Consumer Cyclical,Leisure,USA,2.61B,44.59,34.78,-0.46%,"167,532"
2951,GOOD,Gladstone Commercial Corporation,Real Estate,REIT - Diversified,USA,667.88M,-,17.47,1.04%,"134,164"
2952,GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,USA,1126.49B,36.07,1641.0,1.59%,"1,372,360"
2953,GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,USA,1103.31B,36.93,1632.98,1.64%,"1,523,020"
2954,GOOS,Canada Goose Holdings Inc.,Consumer Cyclical,Apparel Manufacturing,Canada,2.10B,51.99,35.51,-1.74%,"608,850"
2955,GORO,Gold Resource Corporation,Basic Materials,Gold,USA,221.98M,-,2.99,1.70%,"803,443"
2956,GOSS,"Gossamer Bio, Inc.",Healthcare,Biotechnology,USA,712.18M,-,9.58,-0.73%,"457,095"
2957,GOVT,iShares U.S. Treasury Bond ETF,Financial,Exchange Traded Fund,USA,-,-,27.65,0.18%,"3,821,650"
2958,GOVX,"GeoVax Labs, Inc.",Healthcare,Biotechnology,USA,10.85M,-,3.04,0.00%,"165,692"
2959,GP,GreenPower Motor Company Inc.,Consumer Cyclical,Auto Manufacturers,Canada,179.91M,-,9.84,1.34%,"271,921"
2960,GPC,Genuine Parts Company,Consumer Cyclical,Specialty Retail,USA,14.30B,-,98.78,2.07%,"912,726"
2961,GPI,"Group 1 Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,2.25B,15.53,122.27,-2.96%,"282,168"
2962,GPK,Graphic Packaging Holding Company,Consumer Cyclical,Packaging & Containers,USA,3.97B,32.43,14.01,0.72%,"2,682,514"
2963,GPL,Great Panther Mining Limited,Basic Materials,Other Industrial Metals & Mining,Canada,305.87M,-,0.85,-2.29%,"943,941"
2964,GPM,Guggenheim Enhanced Equity Income Fund,Financial,Closed-End Fund - Equity,USA,279.90M,-,5.79,2.84%,"894,246"
2965,GPMT,Granite Point Mortgage Trust Inc.,Real Estate,REIT - Mortgage,USA,408.35M,-,7.23,3.29%,"383,264"
2966,GPN,Global Payments Inc.,Industrials,Specialty Business Services,USA,52.65B,119.99,176.99,0.61%,"1,320,280"
2967,GPOR,Gulfport Energy Corporation,Energy,Oil & Gas E&P,USA,47.77M,-,0.27,-2.99%,"21,232,883"
2968,GPP,Green Plains Partners LP,Energy,Oil & Gas Midstream,USA,192.23M,4.68,8.3,1.97%,"16,268"
2969,GPRE,Green Plains Inc.,Basic Materials,Specialty Chemicals,USA,580.14M,-,16.16,-1.52%,"231,656"
2970,GPRK,GeoPark Limited,Energy,Oil & Gas E&P,Chile,487.39M,-,7.99,-0.62%,"20,326"
2971,GPRO,"GoPro, Inc.",Technology,Consumer Electronics,USA,1.11B,-,6.82,2.94%,"3,006,666"
2972,GPS,"The Gap, Inc.",Consumer Cyclical,Apparel Retail,USA,8.23B,-,21.42,1.28%,"16,140,060"
2973,GPX,GP Strategies Corporation,Consumer Defensive,Education & Training Services,USA,178.50M,18.08,10.36,-1.99%,"12,706"
2974,GQRE,FlexShares Global Quality Real Estate Index Fund,Financial,Exchange Traded Fund,USA,-,-,53.26,0.54%,"12,613"
2975,GRA,W. R. Grace & Co.,Basic Materials,Specialty Chemicals,USA,3.32B,53.97,48.68,2.03%,"455,620"
2976,GRAM,Grana y Montero S.A.A.,Industrials,Engineering & Construction,Peru,348.44M,-,1.87,1.08%,"12,732"
2977,GRAY,"Graybug Vision, Inc.",Healthcare,Biotechnology,USA,304.74M,-,14.75,1.65%,"65,518"
2978,GRBK,"Green Brick Partners, Inc.",Consumer Cyclical,Residential Construction,USA,918.86M,11.34,18.17,4.55%,"238,599"
2979,GRC,The Gorman-Rupp Company,Industrials,Specialty Industrial Machinery,USA,883.00M,30.42,34.04,3.81%,"63,165"
2980,GREK,Global X MSCI Greece ETF,Financial,Exchange Traded Fund,USA,-,-,19.49,1.51%,"76,745"
2981,GRES,IQ Global Resources ETF,Financial,Exchange Traded Fund,USA,-,-,25.99,0.12%,218
2982,GRF,"Eagle Capital Growth Fund, Inc.",Financial,Asset Management,USA,28.93M,-,7.1,0.00%,"14,628"
2983,GRFS,"Grifols, S.A.",Healthcare,Drug Manufacturers - General,Spain,12.66B,30.88,18.51,1.70%,"1,287,534"
2984,GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund,Financial,Exchange Traded Fund,USA,-,-,68.11,0.43%,"13,005"
2985,GRIF,"Griffin Industrial Realty, Inc.",Real Estate,Real Estate - Development,USA,319.16M,-,58.03,1.36%,"1,793"
2986,GRIL,"Muscle Maker, Inc.",Consumer Cyclical,Restaurants,USA,17.04M,-,1.53,0.00%,"3,832,739"
2987,GRIN,Grindrod Shipping Holdings Ltd.,Industrials,Marine Shipping,Singapore,76.12M,-,4.0,-0.25%,"8,288"
2988,GRMN,Garmin Ltd.,Technology,Scientific & Technical Instruments,Switzerland,19.27B,20.66,100.84,1.82%,"695,947"
2989,GRNB,VanEck Vectors Green Bond ETF,Financial,Exchange Traded Fund,USA,-,-,27.68,0.00%,"3,058"
2990,GRNQ,Greenpro Capital Corp.,Industrials,Conglomerates,Hong Kong,103.95M,-,1.72,8.18%,"878,112"
2991,GROW,"U.S. Global Investors, Inc.",Financial,Asset Management,USA,43.98M,-,2.85,5.95%,"52,373"
2992,GRPN,"Groupon, Inc.",Communication Services,Internet Content & Information,USA,584.38M,-,20.44,2.51%,"593,043"
2993,GRSV,"Gores Holdings V, Inc.",Financial,Shell Companies,USA,515.81M,-,9.82,-0.09%,93
2994,GRSVU,"Gores Holdings V, Inc.",Financial,Shell Companies,USA,-,-,10.1,0.00%,5
2995,GRTS,"Gritstone Oncology, Inc.",Healthcare,Biotechnology,USA,115.16M,-,3.01,2.03%,"127,318"
2996,GRTX,"Galera Therapeutics, Inc.",Healthcare,Biotechnology,USA,342.72M,-,12.24,3.29%,"63,075"
2997,GRU,ELEMENTS MLCX Grains TR ETN,Financial,Exchange Traded Fund,USA,-,-,3.39,3.67%,"4,721"
2998,GRUB,Grubhub Inc.,Communication Services,Internet Content & Information,USA,7.26B,-,79.35,-2.34%,"889,563"
2999,GRVY,"Gravity Co., Ltd.",Communication Services,Electronic Gaming & Multimedia,South Korea,868.09M,31.13,123.66,2.43%,"18,795"
3000,GRWG,GrowGeneration Corp.,Consumer Cyclical,Home Improvement Retail,USA,979.24M,1031.00,20.62,0.49%,"4,009,510"
3001,GRX,The Gabelli Healthcare & Wellness Trust,Financial,Closed-End Fund - Equity,USA,194.69M,-,10.75,-0.09%,"39,998"
3002,GS,"The Goldman Sachs Group, Inc.",Financial,Capital Markets,USA,71.37B,15.60,205.04,-0.18%,"2,098,249"
3003,GSAH,GS Acquisition Holdings Corp II,Financial,Shell Companies,USA,965.56M,-,10.15,-0.69%,"129,700"
3004,GSAT,"Globalstar, Inc.",Communication Services,Telecom Services,USA,512.39M,-,0.31,2.30%,"1,008,789"
3005,GSBC,"Great Southern Bancorp, Inc.",Financial,Banks - Regional,USA,583.94M,9.11,41.74,2.96%,"31,447"
3006,GSBD,"Goldman Sachs BDC, Inc.",Financial,Credit Services,USA,1.56B,-,15.23,1.87%,"157,195"
3007,GSEU,Goldman Sachs ActiveBeta Europe Equity ETF,Financial,Exchange Traded Fund,USA,-,-,29.67,0.67%,"4,753"
3008,GSEW,Goldman Sachs Equal Weight U.S. Large Cap Equity ETF,Financial,Exchange Traded Fund,USA,-,-,52.3,0.60%,"147,182"
3009,GSG,iShares S&P GSCI Commodity-Indexed Trust,Financial,Exchange Traded Fund,USA,-,-,10.93,-0.82%,"253,318"
3010,GSH,Guangshen Railway Company Limited,Industrials,Railroads,China,2.28B,-,8.86,2.78%,"13,990"
3011,GSHD,"Goosehead Insurance, Inc",Financial,Insurance - Diversified,USA,3.82B,579.10,108.87,2.19%,"87,713"
3012,GSIE,Goldman Sachs ActiveBeta International Equity ETF,Financial,Exchange Traded Fund,USA,-,-,28.7,0.42%,"176,776"
3013,GSIT,"GSI Technology, Inc.",Technology,Semiconductors,USA,159.83M,-,7.11,-0.14%,"16,689"
3014,GSJY,Goldman Sachs ActiveBeta Japan Equity ETF,Financial,Exchange Traded Fund,USA,-,-,33.08,0.01%,"1,963"
3015,GSK,GlaxoSmithKline plc,Healthcare,Drug Manufacturers - General,United Kingdom,86.70B,10.28,35.29,0.57%,"5,139,660"
3016,GSKY,"GreenSky, Inc.",Technology,Software - Infrastructure,USA,971.47M,19.85,5.38,0.00%,"871,971"
3017,GSL,"Global Ship Lease, Inc.",Industrials,Marine Shipping,United Kingdom,132.55M,5.13,7.48,-1.45%,"15,778"
3018,GSLC,Goldman Sachs ActiveBeta U.S. Large Cap Equity ETF,Financial,Exchange Traded Fund,USA,-,-,70.19,0.30%,"637,198"
3019,GSM,Ferroglobe PLC,Basic Materials,Other Industrial Metals & Mining,United Kingdom,118.64M,-,0.69,4.94%,"1,033,926"
3020,GSMG,Glory Star New Media Group Holdings Limited,Communication Services,Entertainment,China,150.71M,10.93,2.7,-0.99%,"26,329"
3021,GSP,iPath S&P GSCI Total Return Index ETN,Financial,Exchange Traded Fund,USA,-,-,9.45,-0.74%,"6,060"
3022,GSS,Golden Star Resources Ltd.,Basic Materials,Gold,Canada,569.61M,-,4.33,0.70%,"259,589"
3023,GSSC,Goldman Sachs ActiveBeta U.S. Small Cap Equity ETF,Financial,Exchange Traded Fund,USA,-,-,45.7,0.64%,"24,899"
3024,GSST,Goldman Sachs Access Ultra Short Bond ETF,Financial,Exchange Traded Fund,USA,-,-,50.78,-0.01%,"16,523"
3025,GSUM,Gridsum Holding Inc.,Technology,Software - Application,China,63.40M,-,1.8,0.00%,"30,271"
3026,GSV,Gold Standard Ventures Corp,Basic Materials,Gold,Canada,222.47M,-,0.71,-1.93%,"321,669"
3027,GSX,GSX Techedu Inc.,Consumer Defensive,Education & Training Services,China,16.14B,335.80,67.16,-3.78%,"4,523,628"
3028,GSY,Invesco Ultra Short Duration ETF,Financial,Exchange Traded Fund,USA,-,-,50.53,0.02%,"426,615"
3029,GT,The Goodyear Tire & Rubber Company,Consumer Cyclical,Auto Parts,USA,2.57B,-,11.0,5.16%,"5,217,326"
3030,GTE,Gran Tierra Energy Inc.,Energy,Oil & Gas E&P,Canada,80.23M,-,0.22,-1.00%,"1,898,450"
3031,GTEC,Greenland Technologies Holding Corporation,Industrials,Specialty Industrial Machinery,China,27.74M,-,2.55,4.51%,"85,983"
3032,GTES,Gates Industrial Corporation plc,Industrials,Specialty Industrial Machinery,USA,3.45B,50.98,11.93,0.51%,"95,106"
3033,GTH,Genetron Holdings Limited,Healthcare,Diagnostics & Research,China,992.18M,-,11.36,-2.07%,"11,921"
3034,GTHX,"G1 Therapeutics, Inc.",Healthcare,Biotechnology,USA,471.33M,-,12.66,-1.09%,"303,468"
3035,GTIM,Good Times Restaurants Inc.,Consumer Cyclical,Restaurants,USA,21.78M,-,1.66,1.22%,"21,963"
3036,GTIP,Goldman Sachs Access Inflation Protected USD Bond ETF,Financial,Exchange Traded Fund,USA,-,-,56.57,0.07%,"5,144"
3037,GTLS,"Chart Industries, Inc.",Industrials,Specialty Industrial Machinery,USA,3.21B,53.59,89.01,2.42%,"943,069"
3038,GTN,"Gray Television, Inc.",Communication Services,Broadcasting,USA,1.28B,8.05,13.28,-0.23%,"423,480"
3039,GTO,Invesco Total Return Bond ETF,Financial,Exchange Traded Fund,USA,-,-,57.75,0.09%,"143,416"
3040,GTS,Triple-S Management Corporation,Healthcare,Healthcare Plans,USA,459.36M,10.49,19.86,1.85%,"46,614"
3041,GTT,"GTT Communications, Inc.",Communication Services,Telecom Services,USA,274.85M,-,4.99,-6.73%,"296,004"
3042,GTY,Getty Realty Corp.,Real Estate,REIT - Retail,USA,1.18B,23.81,27.72,1.39%,"128,756"
3043,GTYH,GTY Technology Holdings Inc.,Technology,Software - Application,USA,177.66M,-,3.27,6.17%,"33,695"
3044,GUDB,Sage ESG Intermediate Credit ETF,Financial,Exchange Traded Fund,USA,-,-,52.3,0.10%,1
3045,GUNR,FlexShares Morningstar Global Upstream Natural Resources Index Fund,Financial,Exchange Traded Fund,USA,-,-,28.22,0.04%,"346,162"
3046,GURE,"Gulf Resources, Inc.",Basic Materials,Specialty Chemicals,China,47.30M,-,5.07,-1.65%,"4,920"
3047,GURU,Global X Guru Index ETF,Financial,Exchange Traded Fund,USA,-,-,39.63,0.66%,"8,007"
3048,GUSH,Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 2X Shares,Financial,Exchange Traded Fund,USA,-,-,24.12,0.50%,"2,812,394"
3049,GUT,The Gabelli Utility Trust,Financial,Closed-End Fund - Equity,USA,416.13M,-,7.6,-1.43%,"89,863"
3050,GV,The Goldfield Corporation,Industrials,Engineering & Construction,USA,110.68M,14.38,4.73,1.50%,"11,400"
3051,GVA,Granite Construction Incorporated,Industrials,Engineering & Construction,USA,947.91M,-,20.28,0.85%,"190,663"
3052,GVAL,Cambria Global Value ETF,Financial,Exchange Traded Fund,USA,-,-,17.22,0.58%,"22,006"
3053,GVI,iShares Intermediate Government/Credit Bond ETF,Financial,Exchange Traded Fund,USA,-,-,117.42,0.09%,"67,556"
3054,GVIP,Goldman Sachs Hedge Industry VIP ETF,Financial,Exchange Traded Fund,USA,-,-,80.01,0.58%,"6,075"
3055,GVP,"GSE Systems, Inc.",Technology,Software - Application,USA,21.29M,-,1.0,-1.96%,"21,400"
3056,GWB,"Great Western Bancorp, Inc.",Financial,Banks - Regional,USA,833.89M,-,15.17,-0.26%,"241,268"
3057,GWGH,"GWG Holdings, Inc.",Financial,Insurance - Life,USA,296.87M,10.24,8.95,-0.56%,943
3058,GWPH,GW Pharmaceuticals plc,Healthcare,Drug Manufacturers - General,United Kingdom,2.96B,-,95.0,-2.10%,"259,903"
3059,GWRE,"Guidewire Software, Inc.",Technology,Software - Application,USA,8.32B,-,101.74,-2.15%,"387,286"
3060,GWRS,"Global Water Resources, Inc.",Utilities,Utilities - Regulated Water,USA,249.62M,240.43,11.3,-1.65%,"20,174"
3061,GWW,"W.W. Grainger, Inc.",Industrials,Industrial Distribution,USA,19.45B,31.30,361.03,-0.27%,"346,144"
3062,GWX,SPDR S&P International Small Cap ETF,Financial,Exchange Traded Fund,USA,-,-,31.01,0.13%,"41,097"
3063,GXC,SPDR S&P China ETF,Financial,Exchange Traded Fund,USA,-,-,125.12,0.04%,"29,165"
3064,GXF,Global X FTSE Nordic Region ETF,Financial,Exchange Traded Fund,USA,-,-,25.37,0.74%,"1,764"
3065,GXG,Global X MSCI Colombia ETF,Financial,Exchange Traded Fund,USA,-,-,24.19,-0.92%,"1,796"
3066,GXTG,Global X Thematic Growth ETF,Financial,Exchange Traded Fund,USA,-,-,36.34,0.11%,"1,764"
3067,GYC,Cabco Series 2004-102 Trust SBC Communications Inc. CTF FLT RATE,Financial,Exchange Traded Fund,USA,-,-,24.38,1.71%,310
3068,GYLD,Arrow Dow Jones Global Yield ETF,Financial,Exchange Traded Fund,USA,-,-,11.6,0.83%,"8,192"
3069,GYRO,"Gyrodyne, LLC",Real Estate,Real Estate Services,USA,25.87M,-,17.45,2.35%,53
3070,H,Hyatt Hotels Corporation,Consumer Cyclical,Lodging,USA,5.93B,23.49,58.98,0.37%,"354,682"
3071,HA,"Hawaiian Holdings, Inc.",Industrials,Airlines,USA,682.69M,-,15.47,-5.67%,"1,339,488"
3072,HACK,ETFMG Prime Cyber Security ETF,Financial,Exchange Traded Fund,USA,-,-,48.36,-0.12%,"70,221"
3073,HAE,Haemonetics Corporation,Healthcare,Medical Instruments & Supplies,USA,5.51B,57.87,106.95,0.31%,"349,877"
3074,HAFC,Hanmi Financial Corporation,Financial,Banks - Regional,USA,287.52M,10.61,9.26,0.54%,"190,878"
3075,HAIL,SPDR S&P Kensho Smart Mobility ETF,Financial,Exchange Traded Fund,USA,-,-,40.99,0.30%,"8,929"
3076,HAIN,"The Hain Celestial Group, Inc.",Consumer Defensive,Packaged Foods,USA,3.56B,142.80,35.13,0.00%,"565,061"
3077,HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,USA,12.48B,-,13.31,2.07%,"17,700,676"
3078,HALL,"Hallmark Financial Services, Inc.",Financial,Insurance - Property & Casualty,USA,53.87M,-,3.11,1.97%,"225,663"
3079,HALO,"Halozyme Therapeutics, Inc.",Healthcare,Biotechnology,USA,4.24B,-,31.1,0.03%,"1,178,896"
3080,HAP,VanEck Vectors Natural Resources ETF,Financial,Exchange Traded Fund,USA,-,-,33.63,0.36%,313
3081,HAPP,Happiness Biotech Group Limited,Healthcare,Drug Manufacturers - Specialty & Generic,China,44.25M,3.23,1.74,-3.87%,"462,968"
3082,HARP,"Harpoon Therapeutics, Inc.",Healthcare,Biotechnology,USA,385.34M,-,15.34,2.13%,"48,150"
3083,HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,USA,12.49B,31.43,92.0,2.43%,"1,969,000"
3084,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Real Estate,REIT - Specialty,USA,3.33B,33.91,44.32,-0.65%,"408,911"
3085,HAUZ,Xtrackers International Real Estate ETF,Financial,Exchange Traded Fund,USA,-,-,24.22,0.50%,"28,529"
